title,label
Interim Kyrgyz government retakes buildings after violent protests,not-clickbait
13 Cute And Easy Ways To Style Natural Hair For A Party,clickbait
"Chinese girl who was hit and run by two drivers, ignored by eighteen people, dies",not-clickbait
15 Winter Breakfasts Guaranteed To Sooth Your Soul,clickbait
"Which ""Scandal"" Character Are You Based On Your Zodiac",clickbait
When You Can't Tell If He's Gay Or Metro,clickbait
13 Things You Really Need To Know About Antibiotic Resistance,clickbait
Extremely Spicy Snack Taste Test,clickbait
Are You More Meredith Grey Or Izzie Stevens,clickbait
Jessica Williams And Phoebe Robinson Are Asking Hollywood To Shift Its Default,clickbait
Monster.com aquires Yahoo's HotJobs service for $225 million,not-clickbait
St. Michael and Rice Win Class AA Titles,not-clickbait
Andy Pettitte Accepts a Pay Cut to Return to the Yankees,not-clickbait
You Need To See This Insanely Sexy Cartoon Lion,clickbait
Three killed in Utah coal mine rescue,not-clickbait
Vanuatu denies announcing recognition of Abkhazia,not-clickbait
Troubled Bank Loans Hit a Record High,not-clickbait
Want to Run  New York City Marathon? Get Out Your Checkbook,not-clickbait
21 Things Only Picky Eaters Will Understand,clickbait
13 Body Positive Instagram Accounts You Need To Be Following,clickbait
This Is Amber Rose's World And We're Lucky To Be Living In It,clickbait
British student falls to his death from 10th floor window,not-clickbait
This Is What $4 Of Street Food Looks Like Around The World,clickbait
How the Media Wrestle With the Web,not-clickbait
21 Lisa Frank Products Every Girl Wanted In The '90s,clickbait
Myanmar Junta Charges Democracy Leader,not-clickbait
"Three-car accident in Birmingham, England leaves eight injured",not-clickbait
"This Dad Had A Brilliant Response For When A ""Small-Minded"" Commented Didn't Approve Of His Son's Costume",clickbait
Professional wrestling manager Oliver Humperdink dies aged 62,not-clickbait
"Tornado strikes London, injuring six",not-clickbait
"After Game 2 Loss, Devils Have Injury and Energy Concerns",not-clickbait
Bill Raftery Punctuates N.C.A.A. Tournament With Exclamation Points,not-clickbait
Astronauts Let Go of Refurbished Hubble,not-clickbait
Torture and Death Recounted at Cambodian Trial,not-clickbait
Gunman kills three in Wisconsin shooting,not-clickbait
FBI details chief justice's prescription drug trouble,not-clickbait
US military commander in Afghanistan dismissed by President Obama,not-clickbait
Wikinews interviews evicted London Metropolitan University occupier,not-clickbait
This Cat Has The Best Selfie Game You'll Ever See,clickbait
Nepal officials strike after minister locks official in toilet,not-clickbait
Here's What No One Tells You About Having Both Depression And Anxiety,clickbait
Brazilian Abin director: no proof linking FARC money to PT,not-clickbait
Ivan Basso Tries to  Rebuild a Career and a Reputation,not-clickbait
27 Things For People Who Have Run Out Of Fucks To Give,clickbait
19 Musical Theater Songs Every Human Should Listen To Before They Die,clickbait
"In Need of Goaltending Help, the Islanders Bring Back Wade Dubielewicz",not-clickbait
2007 World Deaf Swimming Championships Day 2: An intensive matchday,not-clickbait
For Everyone Still Haunted By That Fucking Shirley Temple Informercial,clickbait
Celebrity Priest Says He Is Torn Between Church and Girlfriend,not-clickbait
14 Times Blair Waldorf Was Right About Everything,clickbait
Drinking Underage Vs Drinking Legally,clickbait
Demi Lovato Performs Next To Giant Boner,clickbait
Washington Sees Excess in Its Fund for Jobless,not-clickbait
A Rare Deep Freeze Warms the Dutch Soul,not-clickbait
Who Should Your Celebrity Girlfriend Be Based On Your Birth Month,clickbait
Randy Johnson Has Lost a Little Off His Fastball but Not His Reputation,not-clickbait
Here's A Bunch Of Things You Should Never Say To An Engineering Student,clickbait
Briton to fly hang glider across the UK,not-clickbait
15 Things Everyone With A Nephew/Niece Is Guilty Of Doing,clickbait
Can You Beat The 2015 Taylor Swift Challenge,clickbait
15 Times Paris Geller Was Brutally Honest,clickbait
Can You Guess Why Ron Swanson Is Mad,clickbait
Do You See The Giant Penis On This Woman,clickbait
This Little Girl Reacting To The Reveal Of Luke Skywalker's Father Is All Of Us,clickbait
"""Krampus"" Is The Terrifying Holiday Movie You Didn't Know You Needed",clickbait
North Korea Claims to Conduct 2nd Nuclear Test,not-clickbait
"Soldiers in Syria reportedly 'suffocated' while seizing chemicals, weapons in Damascus suburb",not-clickbait
Wake Forest University basketball coach Skip Prosser dies,not-clickbait
19 Reasons Chickens Are Actually The Cutest,clickbait
You Can Buy A Candle With A Baby Raptor Inside,clickbait
A Penguin Is Beach Buddies With The Man Who Saved Him And It Will Melt Your Heart,clickbait
"Before Kentucky Derby History Along the Rail, a Partnership Began in a Bar",not-clickbait
"Moms, Tell Us How You Survived Bedrest",clickbait
"14 Feelings The ""Hotline Bling"" Video Unintentionally Captured",clickbait
20 Times Mamrie Hart Was Just Too Damn Funny,clickbait
"24 Times The ""How To Get Away With Murder"" Cast Gave Us Serious Squad Goals",clickbait
Are You The Red One Or Are You The Blue One,clickbait
Argentina defeats Scotland 21-15 in rugby test match,not-clickbait
"What A Gender-Swapped ""Harry Potter"" Would Really Look Like",clickbait
"""Mad Men"" Mashes Up Perfectly With ""Parks And Rec"" And It's Hilarious",clickbait
Study Warns of Threat to Coasts From Rising Sea Levels,not-clickbait
How Reliable Is Your Memory? | Street Tested,clickbait
New York Times reporter rescued in Afghanistan,not-clickbait
Critic of High C.E.O. Pay Is Vindicated,not-clickbait
Please Help Us Figure Out What These Carrie Fisher Tweets Mean,clickbait
"""Island Man"" spends a night on 162 Scottish islands",not-clickbait
"Cricket: Caloundra defeat Glasshouse in Sunshine Coast, Queensland division one limited overs final",not-clickbait
Answer This One Question And We'll Determine If You're Really From Texas,clickbait
UN says it won't leave Ivory Coast,not-clickbait
New Rules on Doctors and Medical Firms Amid Ethics Concerns,not-clickbait
Congressional panel concludes Gulf War Syndrome a legitimate condition,not-clickbait
18 Unforgettable Ways To Pizza-Tize Your Superbowl Party,clickbait
"23 Important Life Lessons ""The Hunger Games"" Have Taught Us",clickbait
"In First Start, Burnett Shows What Makes Yankees Different",not-clickbait
Pope addresses UN in NY as US visit continues,not-clickbait
Stephen Hawking concludes visit to Israel and Palestine,not-clickbait
Ship fire kills nine Greek and Filipino sailors in Caribbean Sea,not-clickbait
"Which ""2 Broke Girls"" Character Are You",clickbait
Jimmy Kimmel Asked People If They Were Ready For A 5.5 Equinox AKA Fall,clickbait
12 Stunning American Hotels You'll Want To Live In Forever,clickbait
Sri Lankan president declares victory over rebels,not-clickbait
15 Truths All Feminists Will Understand,clickbait
Moscow Police Crush Gay Rights Rally,not-clickbait
21 Things Only Non-Harry Potter Fans Know To Be True,clickbait
We Know What Popular Song You Hate Based On One Question,clickbait
Tensions Flare as Russian Soldier Seeks Asylum in Georgia,not-clickbait
Latino Vs Hispanic,clickbait
A.I.G. Seeking Return of Half of Its Bonuses,not-clickbait
Senate Panel Cites Investors for Higher Wheat Prices,not-clickbait
Bus crash in Spain leaves 9 Finnish tourists dead,not-clickbait
Take This Quiz If You Want To Feel Better,clickbait
Beckham woos US as Disney Prince,not-clickbait
What Are You Like...Sexually,clickbait
A Mall Santa Did Everything He Could To Make An Autistic Child Feel Comfortable,clickbait
17 Things Couples Who Work Out Together Know,clickbait
23 Online Stores You Still Have Time To Order From,clickbait
South Koreans Express Fatigue With a Recalcitrant North,not-clickbait
"Bleak Picture, Yes, but Help Is Still Wanted",not-clickbait
All US states could have smoke-free laws by 2020,not-clickbait
British Airways flight lands short of runway at London Heathrow Airport,not-clickbait
19 Words That Have A Totally Different Meaning In New Mexico,clickbait
The Finnish Social Democrats elect a new leader,not-clickbait
"Old Fashioned, a Kentucky Derby Favorite, Could Have a Career-Ending Injury",not-clickbait
We Know Whether Or Not You Like Cilantro,clickbait
The 18 Best Moments For '90s Kids In 2015,clickbait
Australian Prime Minister-elect Tony Abbott announces first ministerial appointments,not-clickbait
If Cinderella Were Cuban-American,clickbait
Third union separates from AFL-CIO,not-clickbait
Researchers find moonlight influences owl monkeys' nocturnal activity,not-clickbait
Israel begins ground assault on Gaza Strip,not-clickbait
Robert Pattinson Has Grown A Humongously Bushy Beard,clickbait
"Drop Everything, Emo Kids, Because Jack's Mannequin Is Reuniting",clickbait
CanadaVOTES: CHP candidate Larry R. Heather in Calgary Southwest,not-clickbait
"If You Hate ""The Big Bang Theory"", This Tweet Will Make You Stand Up And Applaud",clickbait
Nine killed as protests spread to Kandahar over Qur'an burning,not-clickbait
Here's What You Should Watch On Netflix During The Blizzard,clickbait
Radomski Testifies Before Clemens Grand Jury,not-clickbait
Galloway and Pasqua deny any wrongdoing on their part in the oil-for-food program,not-clickbait
26 Heavenly Pumpkin Desserts That Are Better Than Pumpkin Pie,clickbait
Brazil ceases hunt for bodies from Air France crash,not-clickbait
"Brothels Ask to Be Taxed, but Official Sees a Catch",not-clickbait
Worldwide markets fall precipitously,not-clickbait
17 Texts You'd Get If Drake Moved In With You,clickbait
Genzyme Halts Production of Two Drugs,not-clickbait
The 26 Biggest Rebels On The Entire Fucking Planet,clickbait
"Which ""Shameless"" Character Are You Based On Your Zodiac Sign",clickbait
"We Bet You Can't Name EVERY Dwarf From ""Snow White And The Seven Dwarves""",clickbait
"After Losing Freedom, Some Immigrants Face Loss of Custody of Their Children",not-clickbait
17 People Who Probably Didn't Get Their Money's Worth,clickbait
"A Month After Coming Out, Gus Kenworthy Is Getting Back To Work",clickbait
Obiang reelected as president of Equatorial Guinea after elections,not-clickbait
17 Pictures Of Dogs Just Doing Their Jobs,clickbait
26 Infomercial Fails Guaranteed To Make You Laugh Every Time,clickbait
China to launch second space mission in October,not-clickbait
Obama Toughens Lighting Rules to Cut Energy Use,not-clickbait
21 Stellar Ideas For An Astronomy-Themed Wedding,clickbait
Which Member Of Jennifer Lawrence's Growing Squad Are You,clickbait
FDA says Coca-Cola's Diet Coke Plus is misbranded,not-clickbait
Delaying College for a Year Could Have Benefits,not-clickbait
A Veteran Had The Most Heartwarming Response To A Little Girl's Question,clickbait
27 Times Michael Scott Fucking Blew It,clickbait
"Time Warner, Sprint close to mobile pact",not-clickbait
"Bank of Italy governor, Antonio Fazio, presents resignation today",not-clickbait
Pearson Acquires Stake in 2 Indian Education Companies,not-clickbait
New 'Mighty Mouse' from Apple debuts,not-clickbait
This Mom Went Viral After Her Son Recorded Her Listening To Nicki Minaj For The First Time,clickbait
BlackRock Draws Scrutiny as a U.S. Adviser,not-clickbait
More Empty Shop Windows in New York,not-clickbait
This Makeup Artist Transforms Her Lips Into Tiny Pieces Of Art And It's Incredible,clickbait
17 Tweets Every Left-Handed Person Will Totally Relate To,clickbait
NASA's Phoenix spacecraft lands safely on Mars,not-clickbait
A Hockey Fight That May Impact on Other Clubs,not-clickbait
Sen. Larry Craig claims innocent of lewd conduct,not-clickbait
18 Posts That Are Totally Spot-On About Women's Body Hair,clickbait
26 Brilliant Gifts Only English Nerds Will Appreciate,clickbait
Sacha Baron Cohen Makes Dig At Oscars' Diversity Issue On Stage At The BAFTAs,clickbait
The Year Of The Snail,clickbait
"There's A New Character Named Linkle In An Upcoming ""Zelda"" Game",clickbait
Hundreds of thousands of British public sector workers strike over planned pension changes,not-clickbait
Panda gives birth at San Diego Zoo,not-clickbait
Around 240 Chilean protesters detained after anti-government demonstration,not-clickbait
We Know What Bodily Fluid Matches Your Personality,clickbait
"Seventeen injured after coach overturns near Oxford, England",not-clickbait
Can You Help Me Find A Halloween Costume For My Son,clickbait
Woman arrested after caught living in man's closet,not-clickbait
UN endorses Israel-Palestinian war crimes report,not-clickbait
"How To Be A Broadway Diva, Or At Least How To Fake It",clickbait
These Pop-Up Dinners Are All About Empowering Women In The Restaurant Industry,clickbait
Emir of Qatar abdicates throne,not-clickbait
10 Truths Eurasians Know Too Well,clickbait
Are You More House Stark Or House Targaryen,clickbait
Firing of Michael Jackson spokeswoman disputed,not-clickbait
These Straight Men Asked Gay Men Questions About Life And Sex,clickbait
"17 Weird, Gross, Hilarious Things Everyone On Their School Football Team Did Together",clickbait
Deadly Herpes Virus Strikes Asian Elephants,not-clickbait
Can We Guess What '90s Toy You Deserve For Christmas,clickbait
America's Cup: Alinghi are fifth race victors,not-clickbait
US home sales fall at fastest pace on record,not-clickbait
You Won't Believe What Happened To The Wednesday Addams Web Series And Its Porn Parody,clickbait
At least fifteen killed after suicide bombing in Somali hotel,not-clickbait
Kendall Jenner Posed Topless And She Looks Like A Goddess,clickbait
"Despite Major Plans, Obama Taking Softer Stands",not-clickbait
Salmonella in Pistachios Spurs Recall,not-clickbait
New Coach Expects Penguins to Make Up Ground at Full Speed,not-clickbait
Obama Tries Out His Dexterity in the World Cup,not-clickbait
11 Quotes From Harry Potter To Help You Cope With Loss,clickbait
Portrait of German Gunman Emerges,not-clickbait
11 Pieces Of Wisdom To Read Whenever You're Feeling Down,clickbait
Internet hacking group LulzSec disbands,not-clickbait
World’s largest ice 'Father Christmas' built in China,not-clickbait
Gwen Stefani Talked About Her Divorce And It Will Depress The Crap Out Of You,clickbait
North and South Korea to hold second summit,not-clickbait
Europe marks second Iraq invasion anniversary,not-clickbait
"Central Michigan quarterback sets passing record, becomes finalist for award",not-clickbait
"Sorry, But 11 Reasons Why Dudley The Dragon Was Better Than Barney",clickbait
Day 2 Of BuzzFeed's 7-Day Clean Eating Challenge,clickbait
We Need To Talk About Mandy Moore,clickbait
There Were A Lot Of Dapper AF Celebs At The GQ Men Of The Year Awards,clickbait
21 Photos Anyone Who Has Been Drunk AF Will Relate To,clickbait
Can You Actually Name These 12 Classic Cocktails,clickbait
"As Expected, Canada Cuts Key Rate to 1 Percent",not-clickbait
"How Well Do You Know The First Episode Of ""Buffy""",clickbait
Air France and Delta Seal Trans-Atlantic Joint Venture,not-clickbait
Scottish singer Jai McDowall wins fifth Britain's Got Talent series,not-clickbait
Are You A Power Player Or A Big Baby,clickbait
26 Painful Truths About Running During The Winter,clickbait
Britain to Investigate Role in Iraq,not-clickbait
Buddhist relic collection tours North America and world,not-clickbait
21 Things Everyone Obsessed With Forever 21 Knows To Be True,clickbait
Are These Pills Grey Or Red And Blue,clickbait
13 Facts That Will Make You Too Aware Of Your Eyes,clickbait
"State Cuts Delay U.S. Benefits, Official Says",not-clickbait
Norfolk youths banned from buying eggs and ketchup,not-clickbait
Softball Pitching Star Rachele Fico Prepares for Next Step,not-clickbait
15 Tweets That Are Too Real For Anyone Who Has Been Hungover,clickbait
"How Well Do You Know The Lyrics To ""Stacy's Mom""",clickbait
Kim Kardashian Just Revealed She Uses Tons Of Tape To Get Great Boobs,clickbait
Four US soldiers face disciplinary action for burning Taliban soldiers' bodies,not-clickbait
All The Looks At The 2016 Producers Guild Awards,clickbait
What's Your Best Australian-Inspired Halloween Costume,clickbait
Russia to resume bomber patrols,not-clickbait
21 Heartbreaking Confessions About Working Retail On The Holidays,clickbait
We Know How Addicted You Are To Social Media Based On One Question,clickbait
16 Confessions Your Hairdresser Will Never Tell You,clickbait
11 Times Sexy Dice Weren't So Sexy,clickbait
Scientists discover 300 new species on island of Luzon in the Philippines,not-clickbait
Australia accused of bullying East Timor over oil field treaty,not-clickbait
"At a Critical Time, the N.F.L. Players Union Is Adrift",not-clickbait
Lakers Top Rockets to Advance to Western Conference Finals,not-clickbait
Mandela discharged from hospital,not-clickbait
29 Tweets About Being A Lesbian That Will Make You Laugh Every Time,clickbait
German Social and Christian Democrats agree on new government,not-clickbait
Can You Name The John Green Book By Just The Cover Art,clickbait
This Three-Ingredient No-Bake Cake Is Insanely Delicious,clickbait
What It's Like To Drive With Your Mom In The Passenger Seat,clickbait
Amber Rose Opened Up About Slut-Shaming During Her SlutWalk Event,clickbait
Getting Out From Behind the Wheel,not-clickbait
"11 Internet Cartoons That Will Make You Feel ""Popeful""",clickbait
"These Wookiee Cookies Are The Perfect Snack For All You ""Star Wars"" Fans",clickbait
The 24 Best Television Moments Of 2015,clickbait
13 Hilarious Drunk Confessions,clickbait
15 Questions The World Has For Black Friday,clickbait
Insurer Oversight Is Not Yet Broken,not-clickbait
"Which Animal From ""Skyrim"" Are You",clickbait
What Will Your 2016 Good Luck Symbol Be,clickbait
Twenty killed in Lake George USA boating accident,not-clickbait
Teixeira Upset by Twitter Post From Red Sox Owner Henry,not-clickbait
19 Things Everyone Should Do After A Break-Up,clickbait
We Know Which Disney Princess You Dislike The Most Based On Your Zodiac,clickbait
South African lawyer and anti-apartheid leader Harry Schwarz dies age 85,not-clickbait
China Is Said to Plan Strict  Gas Mileage Rules,not-clickbait
Will This Kill You,clickbait
"Which Is Better: ""Hocus Pocus"" Or ""Halloweentown""",clickbait
18 Eye-Popping Science Instagrams You Should Follow In 2016,clickbait
11 Most Insane Things That Happened In Pennsylvania In 2015,clickbait
"Which DJ Khaled ""Key To Success"" Are You According To Your Sign",clickbait
How Well Do You Actually Know Scotland,clickbait
"Stocks Slip, Despite a Friday Rally",not-clickbait
23 Of The Most Swoonworthy Love Songs From 2015,clickbait
Leaving Home At 14 Was The Best Thing I Ever Did,clickbait
Incentives Attract Healthier Food to Low-Income Areas,not-clickbait
21 Pumpkin Recipes To Get You In The Fall Spirit,clickbait
Texas executes Mexican-born killer despite international appeals,not-clickbait
Kahne Gives Petty Team First Win in 10 Years,not-clickbait
Suspected poisonous gas found in New York,not-clickbait
Can You Name The '90s R&B Track From A Single Screencap,clickbait
Debate on Clean Energy Leads to Regional Divide,not-clickbait
Should You Be Best Friends With Kendall Or Kylie,clickbait
2007 Rugby World Cup: Argentina shock France in tournament opener,not-clickbait
Latinas Search Through The #Latina Hashtag And This Is What Happened,clickbait
Indiana businessman held hostage in Iraq,not-clickbait
Are You More Queen Elsa Or Jack Frost,clickbait
Study Says Antiunion Tactics Are Common,not-clickbait
These Sweatpants Overalls Are Making Me Have So Many Feelings,clickbait
23 Products For Pancake Day That Will Blow Your Kids' Minds,clickbait
Small earthquake reported in Solomon Islands,not-clickbait
Stewart battles rain to win Pepsi 400 at Daytona,not-clickbait
Triple limb-reattachment fails - boy loses foot,not-clickbait
17 Stunning Men With Eyeliner Better Than Yours,clickbait
8 New Types Of Goth That Are Better Than Health Goth,clickbait
Woman gives birth on New Jersey PATH train,not-clickbait
"Which Underrated ""Gilmore Girls"" Guy Is Your Soulmate",clickbait
"Amy Poehler Is Tired Of Pretending She Likes ""Star Wars""",clickbait
Stunning Portraits Of SF That'll Make You Want To Call It Frisco,clickbait
"Elizabeth II begins state visit to Ireland amid protests, security fears",not-clickbait
Can You Identify Which Disney Channel Movie Each Celebrity Was In,clickbait
Arroyo declares state of emergency due to coup attempt in Philippines,not-clickbait
Louisville Women Gain Their First Round of 8,not-clickbait
"New national museum opens in Kyushu, Japan",not-clickbait
19 Pictures That Smell Just Like Your Childhood,clickbait
UK car crash in Leicestershire kills six,not-clickbait
California Sets Pace for Solar Power,not-clickbait
You Definitely Need To Be Following January Jones On Instagram,clickbait
18 Things Any Girl The Same Height As Her Boyfriend Knows,clickbait
Towers Perrin and Watson Wyatt in Merger,not-clickbait
Gene mutation produces autism-like traits in mice,not-clickbait
24 Breathtaking Spots You Need To Visit In Western Australia,clickbait
How Lazy Are You Being Today,clickbait
"Uninvited couple passes Secret Service checkpoint, crashes White House state dinner",not-clickbait
Arizona applies ban on autodialers to mobile phone spam,not-clickbait
23 Things That Were Way Harder Before Cell Phones,clickbait
11 Charts That Will Speak To Anyone Who Really Fucking Loves Swearing,clickbait
Just Answer These Five Questions And We'll Tell You Your Celebrity Husband,clickbait
"In Sweden, Search for Berries Yields a Field of Gold",not-clickbait
Israeli military confirms the use of white phosphorus bombs in the Gaza Strip,not-clickbait
Scientists shocked at Great Barrier Reef bleaching,not-clickbait
"Preakness won by Afleet Alex, Kentucky Derby Winner Third",not-clickbait
Why Do People Drink Coffee,clickbait
Here's The Moment Justin Bieber And Hailey Baldwin Met For The First Time In 2009,clickbait
11 Halloween Costumes That Will Destroy Your Faith In Humanity,clickbait
"What ""No Name"" Product Are You Actually",clickbait
"This Color Test Will Determine If You're Sexy, Hot, Or Cute",clickbait
North Korean military detains two American journalists,not-clickbait
Actor and television host Gary Collins dies aged 74,not-clickbait
The Real Names of 13 World Famous DJs,clickbait
Turkey charges seven military officers over coup plot,not-clickbait
Prospects for N.C.A.A. Bid Go From Problematic to Automatic,not-clickbait
19 Breakfasts That Changed The Game In 2015,clickbait
11 Stats That Put Wayne Rooney's 50 Goals Into Perspective,clickbait
"On Hot Day, a Dash of Spice at Palmer Invitational",not-clickbait
21 Tweets About Depression That Just Might Make You Laugh,clickbait
Where In Wales Should You Actually Live,clickbait
Power outage affects many areas of Chile,not-clickbait
This Dog Loves Leaves More Than You Love Anything,clickbait
British Bank Northern Rock Plans to Increase Lending,not-clickbait
This Girl Whose Entire Family Got Killed In An Act Of Arson Just Wants Cards For Christmas,clickbait
Pakistan Wins World Twenty20 Championship,not-clickbait
Obama to suspend Arctic oil drilling,not-clickbait
13 Charts Every Black Girl Can Relate To,clickbait
31 Insanely Adorable Products That Will Make Your Life Easier,clickbait
Politician in Britain Calls for House of Commons Speaker to Resign,not-clickbait
Fehr Says Union Called to Have 2003 Drug Tests Destroyed,not-clickbait
This New Movie May Be The Best Use Of 3D Ever,clickbait
"For Di Luca, Home-Region Push in Giro Falls Just Short",not-clickbait
Civil Lawsuits Over Collapse of Utah Mine Are Settled,not-clickbait
"Tsunami deaths mount to more than 120,000",not-clickbait
"15 Highly Important Questions About Adulthood, Answered By Michael Ian Black",clickbait
Watch These Gay Men Give Lesbians Wardrobe Makeovers,clickbait
Which Animated TV Show Family Should You Live With,clickbait
Violence erupts after game at 2007 FIFA U-20 World Cup,not-clickbait
11 Moments Everyone Who's Met A Fuckboy Will Understand,clickbait
Rain Makes Dustin Johnson a Winner at Pebble Beach,not-clickbait
"To Cut Costs, States Relax Prison Policies",not-clickbait
Apple updates iMac line,not-clickbait
Japan announces moon program,not-clickbait
19 Of The Sexiest Books You Will Ever Read,clickbait
"Tom Brady Has Never Tried Coffee Before In His Life, Just Because",clickbait
Day 7 Of BuzzFeed's 7-Day Clean Eating Challenge,clickbait
Toxic Asset Plan Foresees Big Subsidies for Investors,not-clickbait
Are You More Laura Or Carmilla,clickbait
Nelson Mandela lies in state as South Africa mourns,not-clickbait
ACLU commemorates anniversary of US Supreme Court decision on student free speech,not-clickbait
Afghanistan begins partial vote recount,not-clickbait
UK markets up despite London incident,not-clickbait
70 insurgents killed in Afghanistan,not-clickbait
"This ""Gilmore Girls"" Fan Designs Beautiful Posters Inspired By The Show",clickbait
You Can Make Dinner For A Week With $25,clickbait
Here's How To Do Your Makeup So It Looks Incredible In Pictures,clickbait
Drop in Air Travel Offsets  Cheaper Fuel Costs at American,not-clickbait
Hundred of thousands march in Rome to demand freedom for kidnapped reporter,not-clickbait
If McDonald's Made Happy Meal Toys For Thirtysomethings,clickbait
"This Slow Cooker Pork Rice Bowl Is Quick, Easy, And Filling",clickbait
59 Lyrics For Your Valentine's Day Instagram Caption,clickbait
Medtronic Paid Dr. Kuklo for While He Was Still in Army,not-clickbait
18 Things Literally Everyone On Earth Can Identify With,clickbait
Space Shuttle Discovery launches on final mission,not-clickbait
AbitibiBowater Files for Bankruptcy Protection,not-clickbait
2 Use Guard Uniforms Made at Prison to Flee,not-clickbait
Democrats ask GAO for election review,not-clickbait
Women Rise in Academia and Beyond,not-clickbait
JPMorgan pays $2.6 billion in Madoff case,not-clickbait
What The Hell Is Going On With Harry Styles And Gigi Hadid's Awkward Interaction At The AMAs,clickbait
"U.S. President Barack Obama calls North Korea a ""grave threat""",not-clickbait
Delayed Endeavour carries Japanese lab to International Space Station,not-clickbait
The 31 Golden Retrievers Who Won 2015,clickbait
Do You Actually Remember These Disney Channel Show Theme Songs,clickbait
#FlotusBars Is The Best Thing You'll See All Day,clickbait
Pakistani Woman Who Shattered Stigma of Rape Is Married,not-clickbait
Emergency inspections ordered on all Boeing 737s in aftermath of China Airlines explosion,not-clickbait
George Zimmerman found not guilty in Trayvon Martin case,not-clickbait
Ex-Leader of Liberia Cites C.I.A. in Jailbreak,not-clickbait
US and France to work together for new Iran sanctions,not-clickbait
41 Totally Legitimate Reasons To Quit Your Job,clickbait
"Kevin Laue, One-Handed Player, Earns Division I Basketball Scholarship",not-clickbait
"3,100 on Strike at Vale Inco in Canada",not-clickbait
Louisville Withstands Late Villanova Threat,not-clickbait
19 Pictures That Will Teach You Something For Once In Your Life,clickbait
"14 Things You Never Noticed During The Opening Number From ""Beauty And The Beast""",clickbait
"11 Times Abby Sciuto Was The Fashion Icon Of ""NCIS""",clickbait
"Some Genius Created A Perfect Blue Jays Parody Of Taylor Swift's ""Blank Space""",clickbait
Man charged with attempted murder in £40 million London jewel heist,not-clickbait
We Can Tell Whether You're Clean Or Gross By Answering These Questions,clickbait
Here's A List Of Wigs Adele Has Snatched This Week,clickbait
U.S. Asking E.U. to Take Detainees,not-clickbait
This Incredible Social Experiment Reveals The Many Ways India Is Keeping Its Women In The Dark,clickbait
"Josh Beckett Maintains Order, and His Image, on the Mound",not-clickbait
"Wikinews interviews Frank Moore, independent candidate for US President",not-clickbait
"Turns Out A Skeleton Dancing To ""Hotline Bling"" Is The Greatest Thing Ever",clickbait
"""1 Indian + 1 Indian = Unrelatable"": Television's Race Equations",clickbait
Suit Is Filed Over Event for Inaugural,not-clickbait
"Dog's throat cut in Cairns, Australia",not-clickbait
Four Hollywood Icons On What Made Them Proud To Be A Woman In 2015,clickbait
Leaked Snapchat Allegedly Shows Malia Obama Playing Beer Pong On A College Visit,clickbait
Third Bank Is Seized This Year,not-clickbait
29 Times Supermodels Completely Dominated The Fashion World,clickbait
Priyanka Chopra Just Became The First South-Asian Actress To Win A People's Choice Award,clickbait
Spain's unemployment rate surpasses 17 percent,not-clickbait
Would You Make It In The Keating Five,clickbait
"106 ""Star Wars"" Quotes That Make Perfect Instagram Captions",clickbait
These Women Shaved Their Heads And They Look Fly AF,clickbait
15 NYC Restaurants To Try If You're Obsessed With Instagram,clickbait
31 Real-Life Bridal Parties Who Nailed The Mix 'N' Match Look,clickbait
"In the Financial Crisis, Ordinary People vs. Extraordinary Problems",not-clickbait
SanDisk Offers Flash Drive to Simplify Backups,not-clickbait
13 Holiday Drinking Games To Get You Drunk This Christmas,clickbait
California jury orders Skilled Healthcare to pay $671 million in damages,not-clickbait
How Well Do You Know The Countries of Africa,clickbait
16 Held in Coup Effort in Equatorial Guinea,not-clickbait
Sir Alan Sugar to keep television role on The Apprentice,not-clickbait
US Presidential elections: Mitt Romney wins Iowa straw poll,not-clickbait
Making a Fuzzy Video Come Into Focus,not-clickbait
"Your Weekly Gossip Roundup: Justin Long And Amanda Seyfried Call It Quits, Blake Lively Shuts Down Her Website, And More",clickbait
"A Hall of Fame Linebacker Turns 50, Pondering Life Lessons and Dance Lessons",not-clickbait
Author Rainbow Rowell Chooses Between Good And Evil In This Epic Game Of Would You Rather,clickbait
Suicide Bomber on Motorcycle Kills 7 Civilians in Afghanistan,not-clickbait
King Fahd of Saudi Arabia announced dead,not-clickbait
Two politicians jailed for life over Rwandan genocide,not-clickbait
What Happens When Everyday People Re-Create Iconic Fashion Ads,clickbait
"An Israeli Playground Opens, Hardened Against Rockets",not-clickbait
Australian rules football: 2010 Gippsland Football League round 11 - Wonthaggi v Traralgon,not-clickbait
Can This Little Gadget Help Your Posture,clickbait
"17 Facts About ""Robot Chicken"" And Seth Green's Stop-Motion Studio",clickbait
People Tried Their Own Urine For The First Time And They Were Disgusted,clickbait
"There Is A Lot Of Love For The Defense Lawyers From ""Making A Murderer""",clickbait
Coach of Iraqi Karate Team Is Shot Dead,not-clickbait
17 Simply Stunning Sheer Wedding Dresses,clickbait
African leaders start drive to eradicate malaria,not-clickbait
21 Tweets That Are Way Too Funny For Anyone With A Pregnant Sister,clickbait
Actor Peter Boyle dies at age 71,not-clickbait
19 Words That Only '00s Kids Will Really Understand,clickbait
Retailer Knockoffs Abound in India,not-clickbait
"Pennsylvania lost 41,000 jobs in February, a 13-year high",not-clickbait
The Truth About Shaving Your Pubes,clickbait
